Marque,Année,Boite_Vitesse,Adresse,Prix,Venant_Occasion
Suzuki,2020,Automatique,"Colobane,Dakar",9500000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2014,Automatique,"Cité keur gorgui, Dakar",6900000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2015,Automatique,"Point-e,Dakar",5000000,D'occasion
Jeep,2014,Automatique,"Hann maristes,Dakar",6000000,Venant
Hyundai,2014,Automatique,"Hlm grand-yoff,Dakar",9500000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Citroen,2012,Manuelle,"Almadies,Dakar",4000000,D'occasion
Renault,2016,Automatique,"Keur Massar,Dakar",5000000,D'occasion
Ford,2019,Automatique,"Cité Damel,Dakar",18000000,Venant
Peugeot,2012,Manuelle,"Pikine,Dakar",4500000,D'occasion
BMW,2013,Automatique,"Nord foire,Dakar",9800000,D'occasion
Jeep,2015,Automatique,"Fenêtre mermoz,Dakar",12500000,Venant
Renault,2015,Manuelle,"Thiaroye,Dakar",11000000,Venant
BMW,2008,Automatique,"Keur Massar,Dakar",3600000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Honda,2018,Automatique,"VDN,Dakar",18500000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Peugeot,2019,Automatique,"Castor,Dakar",17500000,D'occasion
Hyundai,2015,Automatique,"Pikine,Dakar",8500000,Venant
Ford,2016,Automatique,"Nord foire,Dakar",6000000,D'occasion
Ford,2013,Automatique,"Liberte 6,Dakar",6000000,D'occasion
BMW,2012,Automatique,"Fann, Dakar",7500000,D'occasion
Kia,2015,Automatique,"VDN,Dakar",8900000,Venant
Land Rover,2016,Automatique,"Ngor,Dakar",14500000,D'occasion
Ford,2015,Automatique,"Nord foire,Dakar",7500000,D'occasion
Ford,2020,Automatique,"Ouakam,Dakar",16000000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",9500000,Venant
Opel,2011,Automatique,"Guediawaye,Dakar",4500000,D'occasion
Chevrolet,2017,Automatique,"Almadies 2,Dakar",67000000,Venant
BMW,2016,Automatique,"Liberte 6 extension,Dakar",14700000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Hyundai,2021,Automatique,"Liberte 6,Dakar",34500000,Venant
Ford,2010,Automatique,"Plateau,Dakar",2200000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2014,Automatique,"Parcelles Assainies,Dakar",4000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2016,Automatique,"Liberte 6 extension,Dakar",6000000,D'occasion
Ford,2017,Automatique,"VDN,Dakar",14000000,Venant
Hyundai,2014,Manuelle,"Mermoz,Dakar",4500000,D'occasion
Audi,2015,Automatique,"Avenue Bourguiba,Dakar",9500000,Venant
Peugeot,2015,Manuelle,"Keur Massar,Dakar",5000000,Venant
Ford,2013,Automatique,"Yoff,Dakar",2450000,D'occasion
Ford,2013,Automatique,"Cité keur gorgui,Dakar",5800000,D'occasion
Peugeot,2011,Manuelle,"Hlm,Dakar",4250000,D'occasion
Toyota,2015,Automatique,"Cité keur gorgui,Dakar",11500000,D'occasion
Ford,2012,Automatique,"Gueule-Tapée,Dakar",3900000,D'occasion
Mercedes-Benz,2012,Manuelle,"VDN,Dakar",8500000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2018,Automatique,"Plateau, Dakar",12500000,D'occasion
Ford,2019,Automatique,"Sacré-cœur,Dakar",17000000,Venant
Ford,2017,Automatique,"Sacré-cœur,Dakar",13900000,Venant
Toyota,2008,Manuelle,"Cité keur gorgui,Dakar",2800000,D'occasion
Mercedes-Benz,2007,Manuelle,"Parcelles Assainies,Dakar",3700000,D'occasion
Ford,2013,Automatique,"Colobane,Dakar",3500000,D'occasion
Ford,2015,Automatique,"Dieuppeul,Dakar",13500000,Venant
Hyundai,2016,Automatique,"Sacré-cœur,Dakar",6950000,Venant
Kia,2012,Automatique,"Nord foire,Dakar",6500000,D'occasion
Ford,2015,Automatique,"VDN,Dakar",25300000,D'occasion
Mitsubishi,2020,Automatique,"Liberte 6,Dakar",16000000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Kia,2014,Automatique,"Sacré-cœur,Dakar",9000000,Venant
Ford,2016,Automatique,"Hlm,Dakar",6800000,Venant
Renault,2007,Manuelle,"Médina,Dakar",2000000,D'occasion
Ford,2014,Automatique,"Sacré-cœur,Dakar",8500000,D'occasion
Mitsubishi,2016,Manuelle,"Almadies, Dakar",14000000,D'occasion
Chevrolet,2014,Automatique,"Ouest foire,Dakar",3800000,D'occasion
Jeep,2016,Automatique,"Diamniadio,Dakar",30000000,Venant
Mercedes-Benz,2017,Automatique,"Biscuiterie,Dakar",27800000,Venant
Ford,2013,Automatique,"Liberte 6,Dakar",4600000,Venant
Ford,2015,Automatique,"Mbao,Dakar",4700000,D'occasion
Acura,2001,Automatique," Almadies 2,Dakar",2800000,D'occasion
Toyota,2020,Automatique,"Mermoz,Dakar",25000000,Venant
Toyota,2016,Automatique,"Sacré-cœur,Dakar",25000000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Ford,2012,Automatique,"VDN,Dakar",5500000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
BMW,2016,Automatique,"Patte d‘oie,Dakar",20000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2012,Manuelle,"Guediawaye,Dakar",3300000,D'occasion
Hyundai,2016,Automatique,"Ouakam,Dakar",9000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Peugeot,2017,Automatique,"Sicap Liberté,Dakar",7000000,Venant
Ford,2007,Manuelle,"Mbao,Dakar",1500000,D'occasion
Ford,2016,Automatique,"Sacré-cœur,Dakar",10500000,Venant
Ford,2014,Automatique,"Ouest foire,Dakar",6700000,D'occasion
Peugeot,2013,Manuelle,"Parcelles Assainies,Dakar",3600000,D'occasion
Hyundai,2020,Automatique,"Liberte 6,Dakar",32000000,Venant
Mazda,2013,Automatique,"Dieuppeul,Dakar",7800000,D'occasion
Toyota,2009,Manuelle,"Grand-Dakar,Dakar",3800000,D'occasion
Ford,2013,Automatique,"Mermoz,Dakar",3600000,D'occasion
Mazda,2015,Automatique,"Guediawaye,Dakar",9300000,Venant
Ford,2013,Automatique,"VDN,Dakar",4500000,Venant
Nissan,2015,Automatique,"Keur Massar,Dakar",5300000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Citroen,2016,Manuelle,"Ouest foire,Dakar",7500000,D'occasion
Suzuki,2013,Manuelle,"Colobane,Dakar",3300000,D'occasion
Ford,2016,Automatique,"Sacré-cœur,Dakar",14500000,Venant
Mini,2014,Automatique,"VDN,Dakar",4900000,D'occasion
Kia,2017,Automatique,"VDN,Dakar",8500000,D'occasion
Dacia,2011,Manuelle,"Plateau,Dakar",1700000,D'occasion
Kia,2008,Manuelle,"Hlm,Dakar",1850000,D'occasion
Ford,2015,Automatique,"Zac Mbao,Dakar",5200000,Venant
Ford,2016,Automatique,"Patte d‘oie,Dakar",4600000,Venant
Seat,2013,Manuelle,"Ouakam,Dakar",3250000,D'occasion
Toyota,2008,Manuelle,"Patte d‘oie,Dakar",3500000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Lincoln,2019,Automatique,"Fann,Dakar",19000000,D'occasion
Hyundai,2017,Automatique,"Sacré-cœur,Dakar",13800000,Venant
Chevrolet,2013,Automatique,"Yoff,Dakar",5500000,D'occasion
Mercedes-Benz,2017,Automatique,"Avenue Bourguiba,Dakar",27500000,Venant
Ford,2017,Automatique,"Nord foire,Dakar",8500000,Venant
Nissan,2012,Manuelle," Avenue Bourguiba,Dakar",2900000,D'occasion
BMW,2014,Automatique,"Dalifort,Dakar",16500000,Venant
Kia,2012,Automatique,"Almadies,Dakar",4299998,D'occasion
Toyota,2016,Manuelle,"Hlm,Dakar",12000000,D'occasion
Peugeot,2014,Manuelle,"Dieuppeul,Dakar",4500000,D'occasion
GMC,2014,Automatique,"Plateau,Dakar",6800000,Venant
Mercedes-Benz,2013,Automatique,"Hlm,Dakar",7500000,D'occasion
Mitsubishi,2015,Automatique,"Sacré-cœur,Dakar",11000000,Venant
Mercedes-Benz,2013,Automatique,"Sacré-cœur,Dakar",11000000,D'occasion
Ford,2014,Automatique," Sacré-cœur,Dakar",5900000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",9500000,Venant
Hyundai,2013,Automatique," Liberte 6,Dakar",4500000,D'occasion
Toyota,2007,Manuelle,"Cité keur gorgui,Dakar",4000000,D'occasion
BMW,2017,Automatique,"Dieuppeul,Dakar",15500000,Venant
Hyundai,2014,Automatique," Sacré-cœur,Dakar",11500000,Venant
Hyundai,2014,Automatique,"Yoff,Dakar",9500000,Venant
Mitsubishi,2008,Manuelle,"Liberte 6,Dakar",4800000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Toyota,2020,Automatique,"Colobane,Dakar",24500000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Mercedes-Benz,2018,Automatique,"VDN,Dakar",24000000,Venant
Toyota,2015,Automatique,"Yoff,Dakar",16000000,Venant
Ford,2015,Automatique,"Rufisque,Dakar",4500000,D'occasion
Mazda,2017,Automatique,"Yoff,Dakar",12000000,Venant
Acura,2020,Automatique,"Sacré-cœur,Dakar",26500000,Venant
Nissan,2013,Automatique,"Liberte 6, Dakar",4500000,Venant
Nissan,2011,Automatique,"Gueule-Tapée,Dakar",3200000,D'occasion
Ford,2015,Automatique,"Liberte 6,Dakar",11999000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Hyundai,2015,Automatique," Sacré-cœur,Dakar",8500000,Venant
Mazda,2012,Automatique,"Ouakam,Dakar",3000000,D'occasion
Ford,2014,Automatique,"Yoff,Dakar",6500000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2014,Automatique,"Almadies,Dakar",4500000,D'occasion
Jeep,2008,Automatique,"Parcelles Assainies,Dakar",2500000,D'occasion
BMW,2020,Automatique,"Amitié,Dakar",43000000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Chevrolet,2016,Automatique,"Amitié,Dakar",6900000,Venant
Infinity,2014,Automatique,"Keur Massar,Dakar",10000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Nissan,2015,Automatique,"Hann maristes,Dakar",7500000,D'occasion
Peugeot,2015,Manuelle,"Parcelles Assainies,Dakar",5900000,Venant
Mitsubishi,2014,Automatique,"Mermoz,Dakar",8500000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Peugeot,2020,Automatique,"Plateau,Dakar",15500000,Venant
Mazda,2015,Automatique,"Guediawaye,Dakar",9500000,Venant
Jeep,2015,Automatique,"Hlm,Dakar",9500000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2014,Automatique,"Cité keur gorgui,Dakar",7800000,D'occasion
Renault,2013,Manuelle," Guediawaye,Dakar",4000000,D'occasion
Hyundai,2014,Automatique,"Fenêtre mermoz,Dakar",7900000,D'occasion
Mercedes-Benz,2014,Automatique,"Almadies,Dakar",7300000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Hyundai,2011,Manuelle,"Parcelles Assainies,Dakar",2800000,D'occasion
Toyota,2014,Automatique,"Almadies,Dakar",9000000,D'occasion
Ford,2014,Automatique,"Mermoz,Dakar",7600000,Venant
Kia,2015,Automatique,"Plateau,Dakar",9400000,Venant
Citroen,2008,Manuelle,"Hlm grand-yoff,Dakar",1900000,D'occasion
Toyota,2016,Automatique,"Hlm,Dakar",12000000,D'occasion
Mitsubishi,2014,Automatique,"Grand-Yoff,Dakar",8299000,Venant
Hyundai,2014,Automatique,"Mamelles,Dakar",10000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2015,Automatique,"Patte d‘oie,Dakar",4100000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Mazda,2015,Automatique,"Mermoz,Dakar",9600000,Venant
Mitsubishi,2012,Automatique,"Almadies,Dakar",11200000,D'occasion
Mercedes-Benz,2011,Manuelle,"Dieuppeul,Dakar",4000000,D'occasion
Jeep,2006,Automatique,"Parcelles Assainies,Dakar",1000000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Peugeot,2012,Manuelle,"Niague,Dakar",2800000,D'occasion
Mazda,2014,Automatique,"VDN,Dakar",6700000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Toyota,2018,Automatique,"Médina,Dakar",25000000,Venant
Hyundai,2013,Automatique,"Liberte 6,Dakar",6800000,Venant
Peugeot,2001,Manuelle,"Cite Mixta,Dakar",2400000,D'occasion
Hyundai,2016,Automatique,"Guediawaye,Dakar",13500000,Venant
Hyundai,2013,Automatique,"Pikine,Dakar",4700000,D'occasion
Chevrolet,2014,Manuelle,"Parcelles Assainies,Dakar",2000000,D'occasion
Opel,2011,Automatique,"Bargny,Dakar",1900000,D'occasion
Nissan,2015,Automatique,"Sicap foire,Dakar",9500000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Hyundai,2015,Automatique,"Sicap foire,Dakar",10500000,Venant
Kia,2016,Automatique,"VDN,Dakar",12500000,Venant
Nissan,2010,Automatique,"Liberte 6,Dakar",3300000,Venant
Ford,2011,Automatique,"Colobane,Dakar",3750000,D'occasion
Kia,2016,Automatique,"Sacré-cœur,Dakar",12500000,Venant
Mazda,2009,Automatique,"Zac Mbao,Dakar",1500000,D'occasion
Kia,2013,Automatique,"Liberte 6,Dakar",4700000,D'occasion
Peugeot,2013,Manuelle," VDN,Dakar",3300000,D'occasion
Volkswagen,2012,Manuelle,"Castor,Dakar",2400,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Hyundai,2013,Automatique,"Rufisque,Dakar",4300000,D'occasion
Hyundai,2019,Automatique,"Zac Mbao,Dakar",18000000,D'occasion
Hyundai,2010,Automatique,"Cité keur gorgui,Dakar",3800000,D'occasion
Kia,2005,Manuelle,"Cité assemblée,Dakar",3200000,D'occasion
Hyundai,2015,Automatique,"Sacré-cœur,Dakar",12000000,Venant
Kia,2024,Automatique,"Guediawaye,Dakar",8650000,D'occasion
Ford,2012,Automatique,"Keur Massar,Dakar",3450000,D'occasion
Hyundai,2018,Manuelle,"Mamelles,Dakar",8000000,D'occasion
Ford,2016,Automatique,"VDN,Dakar",13000000,Venant
Hyundai,2014,Automatique,"VDN,Dakar",4700000,Venant
Renault,2016,Manuelle,"Keur Massar,Dakar",9850000,D'occasion
Ford,2014,Automatique,"VDN,Dakar",4000000,D'occasion
Peugeot,2018,Automatique,"Sicap foire,Dakar",16000000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Mazda,2011,Manuelle,"Mermoz,Dakar",3850000,D'occasion
Hyundai,2016,Automatique,"Almadies,Dakar",12000000,Venant
Ford,2015,Automatique,"Hlm grand-yoff,Dakar",10000000,D'occasion
Ford,2017,Automatique,"Liberte 6,Dakar",14300000,Venant
Mercedes-Benz,2009,Automatique,"Médina,Dakar",6300000,D'occasion
Toyota,2015,Automatique,"Liberte 6 extension,Dakar",27000000,Venant
Ford,2011,Automatique,"Dalifort,Dakar",6000000,D'occasion
Ford,2016,Automatique,"VDN,Dakar",15000000,Venant
Mercedes-Benz,2017,Automatique,"Sacré-cœur,Dakar",24000000,Venant
Toyota,2017,Automatique,"Castor,Dakar",14000000,D'occasion
Nissan,2012,Automatique,"Plateau,Dakar",6800000,Venant
Nissan,2017,Automatique,"Yoff,Dakar",11000000,Venant
Ford,2013,Automatique,"Keur Massar,Dakar",3900000,D'occasion
Kia,2014,Automatique,"VDN,Dakar",8500000,D'occasion
Jeep,2015,Automatique,"Castor,Dakar",10500000,Venant
Mercedes-Benz,2015,Automatique,"Médina,Dakar",13000000,Venant
Hyundai,2016,Automatique,"Guediawaye,Dakar",7200000,Venant
Jeep,2015,Automatique,"Hlm,Dakar",12000000,Venant
Renault,2000,Manuelle,"Plateau,Dakar",1500000,D'occasion
Hyundai,2013,Automatique,"Liberte 6,Dakar",5400000,D'occasion
Mazda,2015,Automatique,"Hlm,Dakar",9000000,Venant
Kia,2016,Automatique,"Cité Damel,Dakar",12500000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2017,Automatique,"Amitié,Dakar",8700000,Venant
Ford,2012,Automatique,"Cité keur gorgui,Dakar",8000000,Venant
Ford,2014,Automatique,"Hann Bel-Air,Dakar",6000000,D'occasion
Toyota,2014,Automatique,"Ngor,Dakar",14000000,D'occasion
Porsche,2016,Automatique,"Sacré-cœur,Dakar",24000000,Venant
Ford,2016,Automatique,"VDN,Dakar",13000000,Venant
Renault,2010,Manuelle,"Rufisque,Dakar",1200000,D'occasion
Hyundai,2014,Automatique,"Castor,Dakar",9000000,Venant
Toyota,2017,Automatique,"Castor,Dakar",14000000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Chevrolet,2015,Automatique,"Guediawaye,Dakar",5800000,D'occasion
Kia,2015,Manuelle,"VDN,Dakar",3500000,D'occasion
Toyota,2014,Automatique,"Sacré-cœur,Dakar",23000000,Venant
Ford,2012,Automatique,"VDN,Dakar",5500000,D'occasion
Ford,2009,Manuelle,"Colobane,Dakar",2350000,D'occasion
Peugeot,2008,Manuelle,"Hlm,Dakar",3500000,D'occasion
Ford,2017,Automatique,"VDN,Dakar",14500000,Venant
Ford,2018,Automatique,"VDN,Dakar",13500000,Venant
Ford,2016,Automatique,"Dieuppeul,Dakar",7000000,Venant
Mitsubishi,2015,Automatique,"Mermoz,Dakar",16800000,Venant
Mazda,2016,Automatique,"Sicap mbao,Dakar",10300000,D'occasion
Toyota,2018,Automatique,"Sacré-cœur,Dakar",33000000,D'occasion
Nissan,2009,Automatique,"Liberte 6,Dakar",3300,D'occasion
Citroen,2012,Automatique," Parcelles Assainies,Dakar",2600000,D'occasion
Kia,2015,Automatique,"Sacré-cœur,Dakar",8700000,Venant
Ford,2015,Automatique,"Liberte 6 extension,Dakar",12500000,Venant
Hyundai,2012,Automatique,"Médina,Dakar",3700000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Renault,2008,Manuelle,"Hann maristes,Dakar",2700000,D'occasion
Mercedes-Benz,2014,Automatique,"Almadies,Dakar",12500000,D'occasion
Ford,2017,Automatique,"Castor, Dakar",13800000,D'occasion
Hyundai,2011,Automatique,"Liberte 6,Dakar",3700000,D'occasion
Mitsubishi,2017,Automatique,"Sacré-cœur,Dakar",11300000,Venant
Kia,2015,Automatique,"Sacré-cœur,Dakar",9700000,Venant
BMW,2019,Automatique,"Sacré-cœur,Dakar",50000000,Venant
Ford,2019,Automatique,"VDN,Dakar",18000000,Venant
Ford,2019,Manuelle,"Almadies,Dakar",14500000,Venant
BMW,2014,Automatique,"Médina,Dakar",6000000,D'occasion
Ford,2016,Automatique,"Sacré-cœur,Dakar",12700000,Venant
Mazda,2009,Manuelle,"Mermoz,Dakar",4500000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Mitsubishi,2015,Automatique,"Hlm,Dakar",6800000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Land Rover,2017,Automatique,"Almadies,Dakar",14000000,D'occasion
Range Rover,2014,Automatique,"Sicap foire,Dakar",28000000,Venant
Ford,2014,Automatique,"Liberte 6 extension,Dakar",5400000,D'occasion
Ford,2015,Automatique,"Almadies,Dakar",12750000,Venant
Hyundai,2014,Automatique,"Almadies,Dakar",10500000,Venant
Mitsubishi,2022,Automatique,"Sacré-cœur,Dakar",36000000,Venant
Ford,2013,Automatique,"Colobane,Dakar",5600000,Venant
Jeep,2017,Automatique,"Liberte 6 extension,Dakar",8700000,D'occasion
BMW,2016,Automatique,"Hlm,Dakar",11500000,D'occasion
Hyundai,2014,Automatique,"Mermoz,Dakar",9900000,Venant
Kia,2015,Automatique,"Plateau,Dakar",11000000,Venant
Renault,2011,Automatique,"Cambérène,Dakar",3500000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Lexus,2017,Automatique,"Ouakam,Dakar",17000000,D'occasion
Mitsubishi,2014,Automatique,"Guediawaye,Dakar",6500000,D'occasion
Toyota,2017,Automatique,"Hlm,Dakar",16600000,Venant
Ford,2014,Automatique,"Colobane,Dakar",5650000,D'occasion
Citroen,2016,Manuelle,"Keur Massar,Dakar",5800000,Venant
Peugeot,2009,Manuelle,"Parcelles Assainies,Dakar",3200000,D'occasion
Kia,2012,Automatique,"Mermoz,Dakar",6200000,D'occasion
Ford,2018,Automatique,"Bel air,Dakar",16000000,Venant
Hyundai,2012,Automatique,"Almadies,Dakar",7000000,D'occasion
Toyota,2014,Automatique,"Parcelles Assainies,Dakar",7000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Mitsubishi,2013,Automatique,"Patte d‘oie,Dakar",6600000,D'occasion
Toyota,2016,Automatique,"Liberte 6,Dakar",8750000,Venant
Hyundai,2014,Automatique,"Ouest foire,Dakar",7800000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Hyundai,2013,Automatique,"Sacré-cœur,Dakar",4500000,D'occasion
Ford,2016,Automatique,"Sacré-cœur,Dakar",14500000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Peugeot,2014,Manuelle,"Fenêtre mermoz,Dakar",3500000,D'occasion
Dacia,2012,Manuelle,"Sud foire,Dakar",4900000,D'occasion
Nissan,2010,Automatique,"Liberte 6,Dakar",3750000,Venant
Hyundai,2015,Automatique,"Almadies,Dakar",8800000,Venant
Ford,2014,Automatique,"Sacré-cœur,Dakar",5500000,D'occasion
Nissan,2010,Automatique,"Cité Damel,Dakar",2800000,D'occasion
Kia,2014,Automatique,"Colobane,Dakar",8700000,Venant
Hyundai,2017,Automatique,"Rufisque,Dakar",11500000,D'occasion
Audi,2016,Automatique,"Sacré-cœur,Dakar",16500000,Venant
Peugeot,2015,Manuelle,"Plateau,Dakar",7400000,D'occasion
Dodge,2013,Automatique,"Almadies,Dakar",4000000,D'occasion
Renault,2008,Manuelle,"Sicap baobab,Dakar",1500000,D'occasion
Toyota,2007,Manuelle,"VDN,Dakar",3300000,D'occasion
Hyundai,2013,Automatique,"VDN,Dakar",10300000,D'occasion
Chevrolet,2011,Automatique,"Plateau,Dakar",2200000,D'occasion
Peugeot,2019,Automatique,"Almadies 2,Dakar",11000000,Venant
Citroen,2012,Automatique,"Ouakam,Dakar",4400000,D'occasion
Kia,2015,Automatique,"Ouest foire,Dakar ",10500000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Mercedes-Benz,2014,Automatique,"Sacré-cœur, Dakar",29850000,Venant
Peugeot,2012,Automatique,"Liberte 6,Dakar",5000000,D'occasion
Kia,2015,Automatique,"Yoff,Dakar",6000000,Venant
Toyota,2014,Automatique,"Sacré-cœur, Dakar",13500000,D'occasion
Ford,2013,Automatique,"Fenêtre mermoz,Dakar",2850000,D'occasion
Hyundai,2018,Automatique,"Grand-Dakar,Dakar",10400000,Venant
Mitsubishi,2015,Automatique,"VDN,Dakar",8900000,Venant
Jeep,2018,Automatique,"Médina,Dakar",13000000,Venant
Toyota,2008,Automatique,"Golf,Dakar",2900000,D'occasion
Mazda,2014,Automatique,"Ouest foire,Dakar",8300000,Venant
Peugeot,2014,Automatique,"Colobane,Dakar",3800000,D'occasion
Hyundai,2014,Automatique,"Guediawaye,Dakar",9500,Venant
Ford,2012,Automatique,"Keur Massar,Dakar",5000000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
